species,order,LogBrain,LogBody,BrainResidual,BehaviorCategories,MigratoryDistance,SnowWeeks,EVI.BreedingSite(Winter),EVI.BreedingSite(Summer),EVI.NonBreedingSite(Winter),CV(EVI)Intra-year,CV(EVI)Among-years,PPC1,PPC2,FruitConsumer,InsectConsumer,ForestDweller,DietBreadth,Incubation,Fledging,DevelopmentalMode,SocialMatingSystem,ColonialBreeding,SocialForaging
Athene_cunicularia,STRIGIFORMES,1.317,5.015,0.765,Migrant.Short,2564.222,NA,1.265,1.35,1.44,0.044,0.011,NA,NA,0,1,0,0.002,28,44,semialtricial,Monogamous,Facultative,Solitary
Attila_spadiceus,PASSERIFORMES,0.163,3.503,0.4,Resident.LowLat,0,0,1.711,1.664,1.711,0.014,0.013,-0.167,1.732,1,1,1,0.169,18,18,altricial,Monogamous,Solitary,Aggregation
Auriparus_flaviceps,PASSERIFORMES,-0.844,1.912,0.221,Resident.MidLat,0,0.12,1.366,1.401,1.366,0.012,0.01,-1.5,-0.506,0,1,0,0.06,14,19.5,altricial,Monogamous,Solitary,Pair
Automolus_infuscatus,PASSERIFORMES,0.11,3.5,0.348,Resident.LowLat,0,0,1.712,1.683,1.712,0.013,0.013,-0.346,1.806,0,1,1,0.001,NA,NA,altricial,Monogamous,Solitary,Aggregation
Automolus_ochrolaemus,PASSERIFORMES,0.104,3.508,0.337,Resident.LowLat,0,0,1.715,1.682,1.715,0.013,0.013,-0.291,1.845,0,1,1,0.001,20,17.5,altricial,Monogamous,Solitary,Aggregation
Aviceda_subcristata,ACCIPITRIFORMES,1.545,5.882,0.554,Resident.MidLat,0,0,1.567,1.609,1.567,0.012,0.012,-0.865,1.273,0,1,1,0.002,31,33.5,semialtricial,Monogamous,Solitary,Solitary
Aythya_affinis,ANSERIFORMES,1.431,6.605,0.083,Migrant.Short,3482.418,NA,1.094,1.26,1.427,0.101,0.017,NA,NA,0,0,0,0.12,24.4,23.55,precocial,Monogamous,Facultative,Aggregation
Aythya_americana,ANSERIFORMES,1.644,6.75,0.223,Migrant.Short,2364.244,NA,1.187,1.333,1.416,0.06,0.014,NA,NA,0,0,0,0.12,24,32.75,precocial,Monogamous,Facultative,NA
Aythya_australis,ANSERIFORMES,1.589,6.709,0.188,Resident.LowLat,0,0.005,1.37,1.389,1.37,0.009,0.009,-2.649,-0.461,0,1,0,0.145,31,1,precocial,Facultative,Solitary,NA
Aythya_collaris,ANSERIFORMES,1.504,6.306,0.306,Migrant.Short,2355.77,NA,1.114,1.351,1.387,0.076,0.017,NA,NA,0,0,0,0.069,26.25,26.75,precocial,Monogamous,Facultative,NA
Aythya_valisineria,ANSERIFORMES,1.91,7.063,0.329,Migrant.Short,3058.761,NA,1.106,1.257,1.388,0.096,0.016,NA,NA,0,0,0,0.135,24.25,35.5,precocial,Monogamous,Facultative,NA
Baeolophus_bicolor,PASSERIFORMES,-0.073,3.144,0.351,Resident.MidLat,0,2.175,1.485,1.534,1.485,0.046,0.013,8.693,-4.197,0,1,1,0.153,13,16.5,altricial,Monogamous,Solitary,Bonded
Bambusicola_thoracicus,GALLIFORMES,0.642,5.403,-0.103,Resident.MidLat,0,0.102,1.553,1.481,1.553,0.038,0.01,2.768,-2.036,0,1,1,0.148,17.5,0.1,precocial,Monogamous,NA,NA
Barnardius_zonarius,PSITTACIFORMES,1.315,4.937,0.805,Resident.MidLat,0,0,1.354,1.345,1.354,0.007,0.009,-3.107,-0.566,1,0,1,0.17,20,35,altricial,Monogamous,NA,NA
Bartramia_longicauda,CHARADRIIFORMES,0.263,5.082,-0.32,Migrant.Long,8755.914,NA,1.253,1.38,1.565,0.078,0.015,NA,NA,0,1,0,0.153,23.5,16.55,precocial,Monogamous,Facultative,Aggregation
Baryphthengus_ruficapillus,CORACIIFORMES,0.984,5.147,0.367,Resident.MidLat,0,0,1.533,1.623,1.533,0.021,0.011,0.177,-0.021,1,1,1,0.065,NA,NA,altricial,NA,NA,NA
Basileuterus_culicivorus,PASSERIFORMES,-0.558,2.18,0.371,Resident.LowLat,0,0.001,1.552,1.615,1.552,0.02,0.012,0.536,0.928,1,1,1,0.065,NA,NA,altricial,NA,NA,NA
Batis_capensis,PASSERIFORMES,-0.371,2.398,0.445,Resident.MidLat,0,0.002,1.413,1.519,1.413,0.021,0.01,-0.522,-0.792,0,1,1,0,19,16,altricial,Monogamous,Solitary,NA
Biziura_lobata,ANSERIFORMES,2.128,7.586,0.275,Resident.MidLat,0,0.03,1.511,1.445,1.511,0.017,0.015,1.189,2.61,0,1,0,0.061,24,1,precocial,Polygamous,Solitary,Solitary
Bolbopsittacus_lunulatus,PSITTACIFORMES,0.975,4.205,0.845,Resident.MidLat,0,0,1.71,1.661,1.71,0.013,0.013,-0.296,1.814,1,0,1,0.17,NA,NA,altricial,Monogamous,NA,NA
Bombycilla_cedrorum,PASSERIFORMES,-0.111,3.423,0.166,Migrant.Short,2441.479,NA,1.11,1.348,1.41,0.071,0.018,NA,NA,1,1,0,0.054,13.05,16,altricial,Monogamous,Facultative,NA
Bombycilla_garrulus,PASSERIFORMES,0.167,4.054,0.114,Migrant.Short,1916.196,NA,1.029,1.192,1.204,0.157,0.021,NA,NA,1,1,1,0.076,14.5,14.5,altricial,Monogamous,Facultative,Bonded
Bonasa_umbellus,GALLIFORMES,0.9,6.302,-0.296,Resident.HighLat,0,15.455,1.143,1.342,1.143,0.074,0.021,22.198,-5.748,1,1,1,0.058,23.5,0.1,precocial,Polygamous,Solitary,NA
Botaurus_lentiginosus,PELECANIFORMES,1.464,6.54,0.15,Migrant.Short,2318.969,NA,1.193,1.376,1.409,0.058,0.014,NA,NA,0,1,0,0.002,26,10.5,semialtricial,NA,Solitary,Solitary
Botaurus_poiciloptilus,PELECANIFORMES,1.758,6.802,0.31,Resident.MidLat,0,0.059,1.555,1.56,1.555,0.015,0.015,0.91,2.56,0,1,0,0.002,25,49,semialtricial,NA,NA,NA
Brachygalba_lugubris,PICIFORMES,-0.844,2.848,-0.265,Resident.LowLat,0,0,1.649,1.664,1.649,0.016,0.012,-0.229,1.118,0,1,1,0,NA,NA,altricial,NA,NA,NA
Brachypteryx_montana,PASSERIFORMES,-0.186,2.89,0.371,Resident.MidLat,0,0.635,1.513,1.598,1.513,0.03,0.013,3.928,-0.918,0,1,0,0,NA,NA,altricial,Monogamous,Solitary,NA
Branta_bernicla,ANSERIFORMES,1.829,6.845,0.359,Migrant.Short,4116.996,NA,1.001,1.043,1.387,0.179,0.014,NA,NA,0,0,0,0,24,21.3,precocial,Monogamous,Colonial,NA
Branta_canadensis,ANSERIFORMES,2.397,8.064,0.289,Migrant.Short,2791.877,NA,1.077,1.267,1.35,0.099,0.017,NA,NA,1,0,0,0.135,27,2.5,precocial,Monogamous,Facultative,Aggregation
Brotogeris_jugularis,PSITTACIFORMES,0.742,4.127,0.652,Resident.LowLat,0,0,1.577,1.684,1.577,0.02,0.013,0.737,1.285,1,0,1,0.17,22,42,altricial,Monogamous,NA,NA
Bubo_virginianus,STRIGIFORMES,2.706,7.089,1.112,Resident.MidLat,0,6.224,1.344,1.417,1.344,0.042,0.015,11.862,-4.848,0,0,1,0.001,30.725,54.25,semialtricial,Monogamous,Solitary,Solitary
Bucephala_albeola,ANSERIFORMES,1.281,5.85,0.306,Migrant.Short,2296.756,NA,1.07,1.273,1.351,0.097,0.018,NA,NA,0,1,1,0.174,30,26.85,precocial,Monogamous,Solitary,Aggregation
Bucephala_islandica,ANSERIFORMES,1.792,6.839,0.326,Migrant.Short,413.882,NA,1.04,1.217,1.082,0.131,0.019,NA,NA,0,1,0,0.04,30.6,28.05,precocial,Monogamous,Solitary,Aggregation
Buceros_hydrocorax,BUCEROTIFORMES,2.833,7.244,1.157,Resident.LowLat,0,0,1.677,1.714,1.677,0.012,0.013,-0.389,1.937,1,1,1,0.185,NA,NA,altricial,NA,NA,NA
Burhinus_bistriatus,CHARADRIIFORMES,1.569,6.413,0.319,Resident.LowLat,0,0,1.525,1.617,1.525,0.018,0.012,-0.122,0.708,0,1,0,0.001,28,NA,precocial,NA,NA,Aggregation
Burhinus_grallarius,CHARADRIIFORMES,1.462,6.392,0.222,Resident.MidLat,0,0,1.4,1.425,1.4,0.012,0.01,-1.767,-0.148,0,1,1,0.061,25,NA,precocial,Monogamous,NA,NA
Buteo_buteo,ACCIPITRIFORMES,2.128,6.492,0.838,Migrant.Long,5936.998,NA,1.13,1.297,1.448,0.088,0.016,NA,NA,0,1,0,0.001,35.25,52.5,semialtricial,Monogamous,Solitary,Solitary
Buteo_jamaicensis,ACCIPITRIFORMES,2.178,6.841,0.711,Migrant.Short,3969.067,NA,1.111,1.304,1.494,0.091,0.015,NA,NA,0,0,1,0.001,31.75,44.75,semialtricial,Monogamous,Solitary,Solitary
Buteo_lagopus,ACCIPITRIFORMES,2.178,6.824,0.719,Migrant.Short,1150.69,NA,1.005,1.129,1.223,0.156,0.019,NA,NA,0,0,0,0,29.5,36,semialtricial,Monogamous,NA,Solitary
Buteo_lineatus,ACCIPITRIFORMES,1.974,6.29,0.783,Migrant.Short,3033.198,NA,1.291,1.524,1.409,0.072,0.012,NA,NA,0,1,0,0.001,33,42,semialtricial,Monogamous,Solitary,Solitary
Buteo_magnirostris,ACCIPITRIFORMES,1.526,5.813,0.57,Resident.LowLat,0,0.001,1.619,1.635,1.619,0.017,0.013,0.265,1.339,0,1,1,0.002,37,NA,semialtricial,Monogamous,Solitary,NA
Buteo_platypterus,ACCIPITRIFORMES,1.609,5.95,0.585,Migrant.Short,4897.487,NA,1.347,1.488,1.629,0.062,0.014,NA,NA,0,1,1,0.002,29.5,34.25,semialtricial,Monogamous,Solitary,Solitary
Buteo_regalis,ACCIPITRIFORMES,2.262,7.187,0.615,Migrant.Short,1643.233,NA,1.235,1.337,1.349,0.03,0.012,NA,NA,0,0,0,0,32.5,45,semialtricial,Monogamous,Solitary,Solitary
Buteo_swainsoni,ACCIPITRIFORMES,1.968,6.777,0.533,Migrant.Long,9233.909,NA,1.222,1.324,1.494,0.072,0.015,NA,NA,0,0,0,0.002,34.5,36.5,semialtricial,Monogamous,Solitary,Solitary
Buteogallus_anthracinus,ACCIPITRIFORMES,1.965,6.828,0.505,Migrant.Short,2365.696,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0.002,38,43.25,semialtricial,Monogamous,NA,NA
Buteogallus_urubitinga,ACCIPITRIFORMES,2.351,7.048,0.779,Resident.LowLat,0,0,1.63,1.638,1.63,0.017,0.013,0.077,1.142,0,1,1,0.018,40,NA,semialtricial,Monogamous,Solitary,NA
Cacatua_galerita,PSITTACIFORMES,2.665,6.639,1.3,Resident.MidLat,0,0.009,1.47,1.493,1.47,0.012,0.012,-1.028,0.89,1,0,1,0.135,30,70,altricial,Monogamous,Solitary,Aggregation
Cacatua_haematuropygia,PSITTACIFORMES,2.175,5.347,1.459,Resident.LowLat,0,0,1.662,1.707,1.662,0.012,0.014,-0.258,2.211,1,0,1,0.17,NA,NA,altricial,Monogamous,NA,NA
Cacatua_leadbeateri,PSITTACIFORMES,2.086,5.858,1.107,Resident.MidLat,0,0,1.339,1.344,1.339,0.006,0.009,-3.354,-0.588,0,0,0,0.167,26.5,57.5,altricial,Monogamous,Solitary,Aggregation
Cacatua_moluccensis,PSITTACIFORMES,2.674,6.345,1.457,Resident.LowLat,0,0,1.68,1.715,1.68,0.011,0.014,-0.118,2.654,1,1,1,0.185,29,NA,altricial,Monogamous,NA,NA
Cacatua_pastinator,PSITTACIFORMES,2.397,6.466,1.12,Resident.MidLat,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0.062,23.5,60,altricial,Monogamous,NA,NA
Cacatua_roseicapilla,PSITTACIFORMES,1.848,5.861,0.869,Resident.MidLat,0,0.004,1.363,1.382,1.363,0.008,0.009,-2.913,-0.643,1,0,0,0.06,23.2,52.7,altricial,Monogamous,Facultative,Aggregation
Cacatua_sanguinea,PSITTACIFORMES,2.187,6.081,1.101,Resident.MidLat,0,0.002,1.372,1.389,1.372,0.009,0.01,-2.378,-0.134,0,1,0,0.148,23.5,62,altricial,Monogamous,NA,NA
Cacatua_tenuirostris,PSITTACIFORMES,2.348,6.261,1.172,Resident.MidLat,0,0.002,1.554,1.412,1.554,0.025,0.018,3.624,4.126,0,0,0,0.12,26,54,altricial,Monogamous,NA,NA
Cacomantis_castaneiventris,CUCULIFORMES,-0.051,3.434,0.221,Resident.MidLat,0,0,1.69,1.688,1.69,0.011,0.014,-0.205,2.66,0,1,1,0,NA,NA,altricial,NA,NA,NA
Cacomantis_flabelliformis,CUCULIFORMES,0.11,3.753,0.214,Resident.LowLat,0,0.015,1.476,1.458,1.476,0.014,0.013,-0.291,1.499,0,1,1,0,13,17,altricial,NA,Solitary,NA
Cacomantis_variolosus,CUCULIFORMES,0.063,3.552,0.273,Resident.LowLat,0,0.003,1.535,1.574,1.535,0.012,0.011,-1.142,0.741,0,1,1,0,13,18,altricial,NA,NA,NA
Cairina_moschata,ANSERIFORMES,1.995,7.873,-0.011,Resident.LowLat,0,0,1.619,1.635,1.619,0.017,0.013,0.276,1.356,0,1,0,0.145,35,105,precocial,Monogamous,Solitary,Aggregation
Calamanthus_fuliginosus,PASSERIFORMES,-0.357,2.565,0.372,Resident.MidLat,0,0.15,1.596,1.517,1.596,0.016,0.016,1.731,2.702,0,1,1,0.153,NA,NA,altricial,NA,NA,NA
Calamospiza_melanocorys,PASSERIFORMES,0.14,3.597,0.325,Migrant.Short,1811.645,NA,1.29,1.361,1.349,0.03,0.012,NA,NA,0,1,0,0.173,12,8.5,altricial,Polygamous,Facultative,Aggregation
Calandrella_cinerea,PASSERIFORMES,-0.383,2.974,0.13,Resident.LowLat,0,0,1.415,1.499,1.415,0.02,0.008,-1.218,-1.56,0,1,0,0.173,14,12,altricial,Monogamous,Solitary,Aggregation
Calidris_acuminata,CHARADRIIFORMES,-0.008,4.401,-0.238,Migrant.Long,9325.829,NA,1,1.075,1.454,0.193,0.016,NA,NA,0,1,0,0.173,NA,0.1,precocial,Polygamous,Solitary,Aggregation
Calidris_alba,CHARADRIIFORMES,0.03,4.151,-0.072,Migrant.Long,8079.132,NA,1,1.013,1.487,0.238,0.013,NA,NA,0,1,0,0.019,26.25,8.55,precocial,Facultative,Solitary,Aggregation
Calidris_bairdii,CHARADRIIFORMES,-0.342,3.64,-0.179,Migrant.Long,10245.363,NA,1.001,1.067,1.376,0.161,0.013,NA,NA,0,1,0,0,20.3,20,precocial,Monogamous,Facultative,Aggregation
Calidris_canutus,CHARADRIIFORMES,0.151,4.903,-0.341,Migrant.Long,8151.947,NA,1,1.031,1.483,0.222,0.014,NA,NA,0,1,0,0.001,21.95,9.05,precocial,Monogamous,Solitary,Aggregation
Calidris_ferruginea,CHARADRIIFORMES,-0.02,4.099,-0.096,Migrant.Long,8809.559,NA,1,1.061,1.43,0.196,0.016,NA,NA,0,1,0,0.031,20.25,0.1,precocial,NA,NA,NA
Calidris_fuscicollis,CHARADRIIFORMES,-0.239,3.705,-0.111,Migrant.Long,10884.36,NA,1,1.026,1.429,0.192,0.013,NA,NA,0,1,0,0.153,21.75,8.3,precocial,Polygamous,Solitary,Solitary
Calidris_himantopus,CHARADRIIFORMES,-0.036,4.237,-0.182,Migrant.Long,8526.966,NA,1.001,1.092,1.596,0.249,0.015,NA,NA,0,1,0,0.153,20.15,14.75,precocial,Monogamous,Solitary,Aggregation
Calidris_mauri,CHARADRIIFORMES,-0.455,3.259,-0.092,Migrant.Long,5605.447,NA,1.011,1.203,1.427,0.16,0.017,NA,NA,0,1,0,0.031,21,19,precocial,Monogamous,Solitary,Aggregation
Calidris_melanotos,CHARADRIIFORMES,0.03,4.269,-0.133,Migrant.Long,8786.575,NA,1,1.067,1.539,0.259,0.015,NA,NA,0,1,0,0.128,22,0.1,precocial,NA,NA,NA
Calidris_minuta,CHARADRIIFORMES,-0.621,3.118,-0.183,Migrant.Long,8113.521,NA,1.001,1.085,1.428,0.192,0.015,NA,NA,0,1,0,0.04,20.5,0.1,precocial,Facultative,Facultative,Aggregation
Calidris_minutilla,CHARADRIIFORMES,-0.597,3.228,-0.218,Migrant.Long,6090.154,NA,1.012,1.171,1.527,0.187,0.017,NA,NA,0,1,0,0,20.5,0.1,precocial,Monogamous,Solitary,Aggregation
Calidris_pusilla,CHARADRIIFORMES,-0.614,3.271,-0.257,Migrant.Long,7370.161,NA,1.002,1.104,1.541,0.223,0.016,NA,NA,0,1,0,0,20,8.3,precocial,Monogamous,Solitary,Aggregation
Calidris_ruficollis,CHARADRIIFORMES,-0.419,3.388,-0.123,Migrant.Long,8775.883,NA,1,1.089,1.487,0.211,0.016,NA,NA,0,1,0,0.173,21.3,0.1,precocial,Monogamous,Solitary,Aggregation
Calidris_subminuta,CHARADRIIFORMES,-0.511,3.367,-0.204,Migrant.Long,6215.71,NA,1.056,1.209,1.631,0.196,0.018,NA,NA,0,1,0,0.173,NA,0.1,precocial,Monogamous,NA,NA
Calidris_tenuirostris,CHARADRIIFORMES,0.434,4.994,-0.106,Migrant.Long,7120.444,NA,1,1.103,1.609,0.255,0.017,NA,NA,1,0,0,0.073,21,0.1,precocial,Monogamous,Solitary,Aggregation
Callipepla_californica,GALLIFORMES,0.223,4.833,-0.23,Resident.HighLat,0,5.011,1.333,1.386,1.333,0.036,0.014,9.868,-4.472,0,0,0,0.115,22.5,0.1,precocial,Monogamous,Solitary,NA
Callipepla_gambelii,GALLIFORMES,0.286,5.16,-0.337,Resident.MidLat,0,1.06,1.328,1.342,1.328,0.011,0.007,-0.52,-3.923,0,0,0,0.108,22,0.1,precocial,Monogamous,Solitary,NA
Callocephalon_fimbriatum,PSITTACIFORMES,1.991,5.37,1.264,Resident.MidLat,0,0.023,1.591,1.504,1.591,0.017,0.017,1.923,3.59,1,0,1,0.177,28,54.25,altricial,Monogamous,Solitary,NA
Calyptorhynchus_baudinii,PSITTACIFORMES,2.683,6.527,1.376,Resident.MidLat,0,0,1.597,1.469,1.597,0.02,0.013,0.554,0.995,0,1,1,0.173,28,112,altricial,Monogamous,NA,NA
Calyptorhynchus_latirostris,PSITTACIFORMES,2.661,6.517,1.359,Migrant.Short,170.972,NA,1.362,1.359,1.456,0.062,0.011,NA,NA,0,1,0,0.148,28.5,73.5,altricial,Monogamous,Solitary,NA
Campephaga_phoenicea,PASSERIFORMES,0.03,3.584,0.223,Migrant.Short,1149.531,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,altricial,Monogamous,Solitary,Aggregation
Campephilus_guatemalensis,PICIFORMES,1.769,5.483,0.982,Resident.LowLat,0,0.001,1.572,1.702,1.572,0.021,0.013,0.803,0.921,1,1,1,0.065,14,35,altricial,NA,NA,Aggregation
Campylopterus_largipennis,APODIFORMES,-1.157,2.11,-0.192,Resident.LowLat,0,0,1.719,1.684,1.719,0.013,0.013,-0.349,1.624,0,1,1,0.148,NA,NA,altricial,NA,NA,NA
Campylorhamphus_pusillus,PASSERIFORMES,0.291,3.77,0.386,Resident.LowLat,0,0.001,1.682,1.675,1.682,0.014,0.013,0.051,1.875,0,1,1,0,NA,NA,altricial,Monogamous,Solitary,Solitary
Campylorhynchus_brunneicapillus,PASSERIFORMES,0.281,3.661,0.434,Resident.MidLat,0,0.172,1.365,1.403,1.365,0.012,0.01,-1.31,-0.826,0,1,0,0.064,16.5,21,altricial,Monogamous,Solitary,NA
Caprimulgus_carolinensis,CAPRIMULGIFORMES,0.3,4.695,-0.082,Migrant.Short,2232.654,NA,1.538,1.545,1.569,0.03,0.012,NA,NA,0,1,1,0.002,20,16.75,semiprecocial,NA,Solitary,NA
Caprimulgus_europaeus,CAPRIMULGIFORMES,-0.117,4.117,-0.201,Migrant.Long,6553.718,NA,1.259,1.336,1.507,0.07,0.012,NA,NA,0,1,1,0,17.5,16.5,semiprecocial,Monogamous,Solitary,Solitary
Caprimulgus_macrurus,CAPRIMULGIFORMES,0.191,4.328,-0.003,Resident.LowLat,0,0.009,1.645,1.599,1.645,0.018,0.012,0.186,0.82,0,1,1,0,21.5,1,semiprecocial,Monogamous,NA,NA
Caprimulgus_vociferus,CAPRIMULGIFORMES,-0.229,3.927,-0.216,Migrant.Short,2693.208,NA,1.368,1.503,1.554,0.052,0.013,NA,NA,0,1,1,0,19,20,semiprecocial,NA,Solitary,NA
Caracara_plancus,FALCONIFORMES,2.351,7.355,0.617,Resident.MidLat,0,0.282,1.486,1.56,1.486,0.021,0.012,1.443,-0.019,0,1,0,0.001,31.95,43.75,semialtricial,Monogamous,Colonial,Solitary
Cardellina_rubrifrons,PASSERIFORMES,-0.834,2.11,0.131,Migrant.Short,1684.418,NA,1.36,1.406,1.439,0.026,0.009,NA,NA,0,1,1,0,13,12,altricial,NA,Solitary,NA
Carduelis_carduelis,PASSERIFORMES,-0.4,2.584,0.319,Migrant.Short,2392.903,NA,1.165,1.327,1.283,0.071,0.013,NA,NA,0,0,1,0.031,12.1,14.7,altricial,Monogamous,Solitary,Bonded
Carduelis_flammea,PASSERIFORMES,-0.548,2.551,0.189,Migrant.Short,2116.557,NA,1.003,1.097,1.183,0.151,0.019,NA,NA,0,0,1,0.031,11,11.5,altricial,Monogamous,Facultative,Aggregation
Carduelis_pinus,PASSERIFORMES,-0.582,2.546,0.157,Migrant.Short,2486.949,NA,1.06,1.259,1.38,0.103,0.019,NA,NA,0,0,1,0.108,13,14.75,altricial,Monogamous,Facultative,Aggregation
Carpodacus_mexicanus,PASSERIFORMES,-0.261,2.977,0.251,Resident.MidLat,0,3.607,1.377,1.449,1.377,0.038,0.013,8.772,-4.628,1,0,0,0.142,13.53,15.25,altricial,Monogamous,Facultative,Aggregation
Carpodacus_purpureus,PASSERIFORMES,-0.119,3.201,0.275,Migrant.Short,1924.472,NA,1.101,1.336,1.437,0.093,0.019,NA,NA,1,0,1,0.142,13,14.25,altricial,NA,NA,NA
Caryothraustes_poliogaster,PASSERIFORMES,0.354,3.624,0.526,Resident.LowLat,0,0,1.669,1.743,1.669,0.014,0.013,-0.054,1.854,1,1,1,0.185,NA,NA,altricial,NA,NA,NA
Cathartes_aura,ACCIPITRIFORMES,2.208,7.23,0.539,Migrant.Short,3239.313,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,39,67.5,semialtricial,Monogamous,Solitary,Bonded
Catharus_fuscescens,PASSERIFORMES,-0.105,3.503,0.131,Migrant.Long,7456.164,NA,1.202,1.41,1.648,0.092,0.014,NA,NA,0,1,1,0.013,11.25,11,altricial,Monogamous,Solitary,NA
Catoptrophorus_semipalmatus,CHARADRIIFORMES,0.848,5.52,0.043,Migrant.Long,5332.419,NA,1.223,1.356,1.514,0.065,0.014,NA,NA,0,1,0,0.002,25,0.1,precocial,Monogamous,Facultative,Aggregation
Celeus_castaneus,PICIFORMES,0.875,4.691,0.495,Resident.LowLat,0,0,1.657,1.733,1.657,0.014,0.013,0.005,1.903,1,1,1,0.165,NA,NA,altricial,NA,NA,Aggregation
Centrocercus_urophasianus,GALLIFORMES,1.356,7.525,-0.466,Resident.HighLat,0,9.878,1.216,1.318,1.216,0.05,0.018,15.875,-4.604,0,0,0,0,26,0.1,precocial,NA,NA,NA
Centropus_bengalensis,CUCULIFORMES,0.811,4.762,0.396,Resident.LowLat,0,0.013,1.591,1.648,1.591,0.021,0.012,0.568,0.617,1,1,1,0.065,NA,NA,altricial,Monogamous,NA,NA
Centropus_phasianinus,CUCULIFORMES,1.438,5.764,0.506,Resident.LowLat,0,0,1.439,1.499,1.439,0.011,0.01,-2.1,-0.309,0,1,1,0.002,15,12.6,altricial,NA,NA,NA
Cercomacra_nigrescens,PASSERIFORMES,-0.205,2.725,0.44,Resident.LowLat,0,0,1.724,1.657,1.724,0.014,0.012,-0.396,1.281,0,1,1,0,NA,NA,altricial,Monogamous,Solitary,Pair
Cercomacra_tyrannina,PASSERIFORMES,-0.299,2.811,0.299,Resident.LowLat,0,0,1.666,1.697,1.666,0.012,0.013,-0.305,2.034,0,1,1,0,19,11,altricial,Monogamous,NA,NA
Cereopsis_novaehollandiae,ANSERIFORMES,2.175,8.134,0.031,Resident.LowLat,0,0.051,1.42,1.517,1.42,0.02,0.015,1.669,2.173,0,0,0,0.098,35.5,1,precocial,Monogamous,Facultative,Aggregation
Certhia_familiaris,PASSERIFORMES,-0.942,2.015,0.071,Resident.HighLat,0,12.012,1.176,1.323,1.176,0.072,0.019,20.34,-6.2,0,1,1,0.031,14.75,15.5,altricial,Monogamous,Solitary,Aggregation
Certhiaxis_cinnamomeus,PASSERIFORMES,-0.377,2.694,0.284,Resident.LowLat,0,0.001,1.558,1.614,1.558,0.02,0.013,0.544,1.033,0,1,0,0,NA,NA,altricial,Monogamous,Solitary,Aggregation
Certhionyx_niger,PASSERIFORMES,-0.892,2.389,-0.07,Resident.MidLat,0,0.001,1.339,1.348,1.339,0.007,0.008,-3.319,-0.785,0,1,0,0.148,NA,NA,altricial,NA,NA,NA
Certhionyx_variegatus,PASSERIFORMES,-0.02,3.157,0.397,Resident.MidLat,0,0,1.331,1.339,1.331,0.006,0.008,-3.638,-1.029,0,1,0,0.171,NA,NA,altricial,NA,NA,NA
Ceyx_lepidus,CORACIIFORMES,-0.482,2.961,0.038,Resident.MidLat,0,0,1.707,1.698,1.707,0.011,0.014,-0.162,2.719,0,1,1,0.002,NA,NA,altricial,NA,NA,NA
Chalcophaps_indica,COLUMBIFORMES,0.306,4.813,-0.136,Resident.LowLat,0,0.005,1.661,1.611,1.661,0.017,0.012,0.095,1.002,1,1,1,0.097,14.75,16.75,altricial,Monogamous,Solitary,NA
Chalcophaps_stephani,COLUMBIFORMES,0.049,4.673,-0.322,Resident.LowLat,0,0,1.704,1.704,1.704,0.01,0.014,-0.145,2.773,1,1,1,0.185,NA,NA,altricial,Monogamous,NA,NA
Chamaea_fasciata,PASSERIFORMES,-0.342,2.61,0.363,Resident.MidLat,0,1.306,1.491,1.447,1.491,0.022,0.012,3.317,-2.274,0,1,1,0.084,15.5,15.5,altricial,Monogamous,Solitary,Pair
Charadrius_alexandrinus,CHARADRIIFORMES,-0.117,3.61,0.062,Migrant.Short,3426.72,NA,1.304,1.36,1.429,0.041,0.009,NA,NA,0,1,0,0,26,29,precocial,Facultative,Facultative,Bonded
Charadrius_australis,CHARADRIIFORMES,0.14,4.394,-0.088,Resident.MidLat,0,0,1.36,1.338,1.36,0.01,0.01,-2.266,-0.174,0,1,1,0.148,NA,NA,precocial,NA,NA,NA
Charadrius_bicinctus,CHARADRIIFORMES,0.098,4.137,0.003,Resident.LowLat,0,1.095,1.572,1.538,1.572,0.021,0.016,4.798,1.008,1,1,0,0.165,27.25,0.1,precocial,Monogamous,Solitary,Bonded
Charadrius_falklandicus,CHARADRIIFORMES,0.154,4.256,-0.002,Migrant.Short,2581.684,NA,1.429,1.426,1.502,0.114,0.013,NA,NA,0,1,0,0,26,NA,precocial,NA,NA,NA
Charadrius_leschenaultii,CHARADRIIFORMES,0.253,4.227,0.112,Migrant.Short,4493.227,NA,1.227,1.265,1.532,0.112,0.01,NA,NA,0,1,0,0,24,15.05,precocial,NA,NA,NA
Charadrius_melodus,CHARADRIIFORMES,-0.041,3.938,-0.033,Migrant.Short,2070.764,NA,1.288,1.4,1.435,0.055,0.014,NA,NA,0,1,0,0,28,32.5,precocial,Monogamous,Facultative,Bonded
Charadrius_modestus,CHARADRIIFORMES,0.216,4.352,0.011,Migrant.Short,1696.975,NA,1.387,1.384,1.452,0.069,0.015,NA,NA,0,1,0,0.021,NA,NA,precocial,NA,NA,NA
Charadrius_mongolus,CHARADRIIFORMES,0.13,4.155,0.025,Migrant.Short,4365.075,NA,1.147,1.23,1.537,0.136,0.014,NA,NA,0,1,0,0,23,16.3,precocial,NA,NA,NA
